DATE;Heure;nvg
21-01-2015;18:46:06;28
21-01-2015;18:56:08;62
21-01-2015;19:06:08;28
21-01-2015;19:16:09;62
21-01-2015;19:26:10;80
21-01-2015;19:36:11;76
21-01-2015;19:46:12;30
22-01-2015;04:56:58;41
22-01-2015;05:17:00;31
22-01-2015;05:37:02;33
22-01-2015;05:47:03;31
22-01-2015;05:57:04;36
22-01-2015;06:07:05;75
22-01-2015;06:17:06;36
22-01-2015;06:27:07;33
22-01-2015;14:57:49;35
22-01-2015;15:07:50;34
22-01-2015;15:17:51;40
22-01-2015;15:27:52;43
22-01-2015;15:37:53;37
22-01-2015;15:47:54;34
22-01-2015;15:57:55;68
22-01-2015;16:07:56;39
22-01-2015;16:17:57;59
22-01-2015;16:27:58;55
22-01-2015;16:37:59;34
22-01-2015;16:48:00;33
22-01-2015;17:18:02;36
22-01-2015;17:28:04;31
22-01-2015;17:38:04;38
22-01-2015;17:48:06;37
22-01-2015;17:58:06;37
22-01-2015;18:08:08;71
22-01-2015;18:18:08;58
22-01-2015;18:28:10;52
22-01-2015;18:38:10;42
22-01-2015;18:48:12;37
22-01-2015;18:58:12;37
22-01-2015;19:08:14;36
22-01-2015;19:18:14;39
22-01-2015;19:38:16;40
22-01-2015;19:48:18;43
22-01-2015;19:58:18;39
22-01-2015;20:08:20;38
22-01-2015;20:18:20;43
22-01-2015;20:28:22;39
22-01-2015;20:38:22;37
22-01-2015;20:48:24;38
22-01-2015;20:58:29;55
22-01-2015;21:08:31;38
22-01-2015;21:18:26;48
22-01-2015;21:28:28;40
22-01-2015;21:38:28;40
22-01-2015;21:48:30;38
22-01-2015;21:58:30;40
23-01-2015;07:49:22;16
23-01-2015;08:09:24;18
23-01-2015;08:19:25;16
23-01-2015;08:29:26;20
23-01-2015;08:39:27;18
23-01-2015;09:19:32;23
23-01-2015;09:49:39;23
23-01-2015;09:59:35;24
23-01-2015;09:59:41;24
23-01-2015;10:19:37;24
23-01-2015;10:29:38;24
23-01-2015;10:39:39;24
23-01-2015;10:49:40;24
23-01-2015;11:29:44;26
23-01-2015;11:39:45;28
23-01-2015;11:49:46;30
23-01-2015;11:59:47;27
23-01-2015;12:09:36;33
23-01-2015;12:19:37;30
23-01-2015;12:29:38;77
23-01-2015;17:00:06;30
23-01-2015;17:10:06;28
23-01-2015;17:20:15;32
23-01-2015;17:40:17;90
23-01-2015;17:50:18;31
23-01-2015;18:00:19;34
23-01-2015;18:10:20;30
23-01-2015;18:20:21;29
23-01-2015;18:30:22;33
23-01-2015;18:50:24;29
23-01-2015;19:00:30;33
23-01-2015;19:10:31;33
23-01-2015;19:20:27;100
23-01-2015;19:50:30;30
23-01-2015;20:00:31;34
23-01-2015;20:30:34;39
23-01-2015;20:30:39;39
23-01-2015;20:40:35;31
23-01-2015;20:50:36;69
23-01-2015;21:00:37;32
23-01-2015;21:10:38;37
23-01-2015;21:20:39;34
23-01-2015;21:30:40;38
23-01-2015;21:40:41;35
23-01-2015;21:50:42;34
23-01-2015;22:00:43;33
24-01-2015;07:21:31;36
24-01-2015;07:41:33;37
24-01-2015;07:51:34;37
24-01-2015;08:11:36;75
24-01-2015;08:21:38;35
24-01-2015;08:31:38;35
24-01-2015;08:41:40;34
24-01-2015;08:51:40;34
24-01-2015;09:01:42;34
24-01-2015;10:01:47;34
24-01-2015;10:11:49;36
24-01-2015;10:21:49;44
24-01-2015;10:31:51;42
24-01-2015;10:41:57;37
24-01-2015;10:51:53;53
24-01-2015;11:01:53;38
24-01-2015;11:11:55;37
24-01-2015;11:31:57;39
24-01-2015;11:41:57;43
24-01-2015;11:51:59;100
24-01-2015;12:01:48;38
24-01-2015;12:11:50;40
24-01-2015;12:21:50;40
24-01-2015;12:31:51;38
24-01-2015;12:41:52;56
24-01-2015;12:51:53;38
24-01-2015;13:01:53;39
24-01-2015;13:11:54;40
24-01-2015;13:21:55;38
24-01-2015;13:31:56;12
24-01-2015;13:41:57;41
24-01-2015;13:51:58;37
24-01-2015;14:12:00;39
24-01-2015;14:22:01;38
24-01-2015;14:32:02;16
24-01-2015;14:42:03;18
24-01-2015;14:52:04;17
24-01-2015;15:02:05;15
24-01-2015;15:12:06;19
24-01-2015;15:22:07;17
24-01-2015;15:42:09;17
24-01-2015;16:02:11;22
24-01-2015;16:22:18;20
24-01-2015;16:32:19;20
24-01-2015;16:42:15;19
24-01-2015;16:52:16;24
24-01-2015;17:02:17;19
24-01-2015;17:12:18;18
24-01-2015;17:22:19;21
24-01-2015;17:32:20;19
24-01-2015;17:42:21;20
24-01-2015;17:52:22;21
24-01-2015;18:02:23;21
24-01-2015;18:22:26;21
24-01-2015;18:32:26;32
24-01-2015;18:42:28;20
24-01-2015;18:52:28;23
24-01-2015;19:02:30;26
24-01-2015;19:22:32;22
24-01-2015;19:22:37;22
24-01-2015;19:32:32;28
24-01-2015;19:42:34;28
24-01-2015;19:52:34;30
24-01-2015;20:02:36;25
24-01-2015;20:12:36;28
24-01-2015;20:42:40;31
24-01-2015;20:52:40;30
24-01-2015;21:02:42;24
24-01-2015;21:22:44;27
24-01-2015;21:32:44;97
24-01-2015;22:02:48;27
24-01-2015;22:02:53;27
25-01-2015;16:54:24;26
25-01-2015;17:14:26;31
25-01-2015;17:34:28;89
25-01-2015;17:54:30;29
25-01-2015;18:04:31;28
25-01-2015;18:14:32;30
25-01-2015;18:24:33;30
25-01-2015;18:44:35;31
25-01-2015;18:54:36;33
25-01-2015;19:04:37;30
25-01-2015;19:14:38;30
25-01-2015;19:24:44;33
25-01-2015;19:44:41;31
25-01-2015;20:04:43;32
25-01-2015;20:24:45;30
25-01-2015;20:34:46;31
25-01-2015;20:34:51;31
25-01-2015;20:44:47;34
25-01-2015;20:54:48;32
25-01-2015;21:04:49;31
25-01-2015;21:14:50;35
25-01-2015;21:24:51;33
25-01-2015;21:34:52;35
25-01-2015;21:44:53;32
25-01-2015;21:54:54;36
25-01-2015;22:05:00;36
26-01-2015;03:45:20;37
26-01-2015;03:55:21;34
26-01-2015;04:05:22;89
26-01-2015;04:15:23;34
26-01-2015;04:25:24;35
26-01-2015;04:35:25;39
26-01-2015;04:45:25;34
26-01-2015;04:55:27;35
26-01-2015;05:05:27;39
26-01-2015;05:25:29;35
26-01-2015;05:35:31;99
26-01-2015;05:35:36;99
26-01-2015;06:05:34;39
26-01-2015;06:15:35;40
26-01-2015;06:25:36;41
26-01-2015;15:26:21;76
26-01-2015;15:46:23;41
26-01-2015;15:56:23;42
26-01-2015;15:56:29;42
26-01-2015;16:06:25;64
26-01-2015;16:06:30;64
26-01-2015;16:16:26;63
26-01-2015;16:26:27;45
26-01-2015;16:26:32;45
26-01-2015;16:36:28;46
26-01-2015;16:46:29;59
26-01-2015;16:56:30;45
26-01-2015;17:06:31;48
26-01-2015;17:16:32;88
26-01-2015;17:26:33;40
26-01-2015;17:36:34;39
26-01-2015;17:36:39;39
26-01-2015;17:46:35;40
26-01-2015;17:46:40;40
26-01-2015;17:56:36;40
26-01-2015;17:56:41;40
26-01-2015;18:06:37;40
26-01-2015;18:16:43;90
26-01-2015;18:26:39;42
26-01-2015;18:36:40;42
26-01-2015;18:46:41;40
26-01-2015;18:46:46;40
26-01-2015;18:56:42;53
26-01-2015;19:06:43;20
26-01-2015;19:16:44;22
26-01-2015;19:46:47;22
26-01-2015;19:56:48;19
26-01-2015;20:06:49;23
26-01-2015;20:16:49;27
26-01-2015;20:26:51;26
26-01-2015;20:36:51;23
26-01-2015;20:56:53;20
26-01-2015;21:06:55;28
26-01-2015;21:16:55;20
26-01-2015;21:26:57;24
26-01-2015;21:46:59;23
26-01-2015;21:56:59;21
27-01-2015;03:37:23;23
27-01-2015;03:57:26;30
27-01-2015;04:07:27;24
27-01-2015;04:07:32;24
27-01-2015;04:27:28;26
27-01-2015;04:27:35;26
27-01-2015;04:37:30;27
27-01-2015;04:37:35;27
27-01-2015;04:47:30;28
27-01-2015;04:57:32;30
27-01-2015;05:07:32;26
27-01-2015;05:37:36;35
27-01-2015;05:47:36;29
27-01-2015;06:07:38;29
27-01-2015;06:17:40;30
27-01-2015;06:27:40;8
27-01-2015;15:38:26;35
27-01-2015;15:48:27;32
27-01-2015;15:58:29;35
27-01-2015;16:18:31;36
27-01-2015;16:28:31;34
27-01-2015;16:38:33;36
27-01-2015;16:48:33;37
27-01-2015;16:58:35;39
27-01-2015;16:58:40;39
27-01-2015;17:08:35;34
27-01-2015;17:28:37;34
27-01-2015;17:48:39;8
27-01-2015;17:58:41;35
27-01-2015;18:08:41;36
27-01-2015;18:18:43;41
27-01-2015;18:38:44;39
27-01-2015;18:48:45;38
27-01-2015;18:48:50;38
27-01-2015;18:58:46;44
27-01-2015;19:08:47;38
28-01-2015;03:39:29;9
28-01-2015;03:49:29;9
28-01-2015;03:59:31;8
28-01-2015;04:09:32;13
28-01-2015;04:19:33;10
28-01-2015;04:29:34;12
28-01-2015;04:39:35;13
28-01-2015;04:49:36;80
28-01-2015;04:59:43;43
28-01-2015;05:09:38;15
28-01-2015;05:19:39;16
28-01-2015;05:29:40;17
28-01-2015;05:39:41;47
28-01-2015;05:49:42;17
28-01-2015;05:59:43;18
28-01-2015;06:09:49;21
28-01-2015;06:19:45;20
28-01-2015;06:29:46;24
28-01-2015;16:00:35;27
28-01-2015;16:10:35;27
28-01-2015;16:20:37;23
28-01-2015;16:30:42;24
28-01-2015;16:40:39;8
28-01-2015;16:50:39;26
28-01-2015;17:00:41;23
28-01-2015;17:10:41;28
28-01-2015;17:20:43;28
28-01-2015;17:30:43;31
28-01-2015;17:40:45;24
28-01-2015;17:40:50;24
28-01-2015;17:50:45;44
28-01-2015;18:00:47;27
28-01-2015;18:10:47;39
28-01-2015;18:30:49;26
28-01-2015;18:40:51;27
28-01-2015;18:50:51;29
28-01-2015;19:00:53;40
28-01-2015;19:10:53;78
28-01-2015;19:10:59;78
28-01-2015;19:20:55;29
28-01-2015;19:40:57;28
28-01-2015;19:50:57;10
28-01-2015;20:01:04;30
28-01-2015;20:10:59;32
28-01-2015;20:21:01;30
28-01-2015;20:31:01;28
28-01-2015;20:41:03;37
28-01-2015;20:51:03;29
28-01-2015;21:01:05;32
28-01-2015;21:11:05;30
28-01-2015;21:21:07;54
28-01-2015;21:31:07;31
28-01-2015;21:41:09;32
28-01-2015;21:51:09;40
28-01-2015;22:01:11;68
29-01-2015;03:51:34;33
29-01-2015;04:01:35;47
29-01-2015;04:11:36;34
29-01-2015;04:21:37;31
29-01-2015;04:31:38;47
29-01-2015;04:41:39;32
29-01-2015;04:51:40;31
29-01-2015;05:01:41;34
29-01-2015;05:01:46;34
29-01-2015;05:11:43;33
29-01-2015;05:31:50;40
29-01-2015;05:51:47;36
29-01-2015;06:01:47;50
29-01-2015;06:11:49;36
29-01-2015;06:21:49;36
29-01-2015;06:31:50;38
29-01-2015;15:32:35;38
29-01-2015;15:42:35;51
29-01-2015;15:52:37;39
29-01-2015;16:02:37;37
29-01-2015;16:12:39;82
29-01-2015;16:32:41;37
29-01-2015;16:42:42;36
29-01-2015;16:52:42;36
29-01-2015;17:02:44;39
29-01-2015;17:12:44;40
29-01-2015;17:12:49;40
29-01-2015;17:32:46;40
29-01-2015;17:42:48;39
29-01-2015;17:52:48;87
29-01-2015;18:02:50;48
29-01-2015;18:12:50;39
29-01-2015;18:12:55;39
29-01-2015;18:22:51;52
29-01-2015;18:32:52;49
29-01-2015;18:42:53;39
29-01-2015;18:42:59;39
29-01-2015;18:52:54;42
29-01-2015;19:02:55;40
29-01-2015;19:13:01;41
29-01-2015;19:22:57;41
29-01-2015;19:32:58;43
29-01-2015;19:42:59;15
29-01-2015;19:53:00;15
29-01-2015;20:03:01;16
29-01-2015;20:13:02;15
29-01-2015;20:23:03;15
30-01-2015;03:47:35;16
30-01-2015;03:57:42;19
30-01-2015;04:07:38;16
30-01-2015;04:27:40;16
30-01-2015;04:47:42;23
30-01-2015;05:07:44;21
30-01-2015;05:17:44;22
30-01-2015;05:27:46;23
30-01-2015;05:37:46;20
30-01-2015;05:37:52;20
30-01-2015;05:47:48;22
30-01-2015;05:57:48;27
30-01-2015;15:42:31;24
30-01-2015;16:12:35;23
30-01-2015;16:32:37;23
30-01-2015;17:52:56;24
30-01-2015;18:12:52;27
30-01-2015;18:52:56;25
30-01-2015;19:02:57;26
30-01-2015;19:12:58;25
30-01-2015;19:33:00;26
30-01-2015;19:43:01;25
30-01-2015;19:53:03;28
30-01-2015;20:03:03;26
30-01-2015;20:13:04;25
30-01-2015;20:23:05;30
31-01-2015;07:04:05;26
31-01-2015;07:34:08;28
31-01-2015;07:44:10;30
31-01-2015;07:54:16;28
31-01-2015;08:14:13;29
31-01-2015;08:24:14;28
31-01-2015;08:34:15;34
31-01-2015;08:44:16;30
31-01-2015;08:54:17;29
31-01-2015;09:04:17;43
31-01-2015;09:24:19;33
31-01-2015;09:34:21;32
31-01-2015;09:44:21;43
31-01-2015;10:04:23;30
31-01-2015;14:04:36;34
31-01-2015;14:14:37;32
31-01-2015;14:34:39;32
31-01-2015;14:44:40;35
31-01-2015;14:54:40;35
31-01-2015;15:04:42;34
31-01-2015;15:14:43;37
31-01-2015;15:24:44;40
31-01-2015;15:44:46;44
31-01-2015;15:54:47;35
31-01-2015;16:04:48;39
31-01-2015;16:14:49;34
31-01-2015;16:24:50;45
31-01-2015;16:34:51;34
31-01-2015;16:54:53;33
31-01-2015;17:04:54;34
31-01-2015;17:14:55;35
31-01-2015;17:34:57;33
31-01-2015;17:44:57;33
31-01-2015;17:54:59;28
31-01-2015;18:15:01;32
31-01-2015;18:25:02;31
31-01-2015;18:45:09;39
31-01-2015;19:05:06;39
31-01-2015;19:25:13;32
31-01-2015;19:35:18;34
31-01-2015;19:45:19;33
31-01-2015;19:55:19;40
31-01-2015;20:05:21;34
31-01-2015;20:15:21;35
31-01-2015;20:25:23;37
31-01-2015;20:45:25;36
31-01-2015;20:55:25;34
31-01-2015;21:05:27;34
31-01-2015;21:25:29;34
31-01-2015;21:35:29;38
31-01-2015;21:45:31;41
31-01-2015;21:55:37;11
01-02-2015;07:16:31;11
01-02-2015;07:26:32;11
01-02-2015;07:36:34;13
01-02-2015;07:46:34;16
01-02-2015;07:56:36;16
01-02-2015;08:06:36;19
01-02-2015;08:16:38;19
01-02-2015;08:26:38;19
01-02-2015;08:36:40;19
01-02-2015;08:46:41;22
01-02-2015;09:06:43;21
01-02-2015;09:16:44;22
01-02-2015;09:36:46;24
01-02-2015;09:56:48;26
01-02-2015;10:06:49;25
01-02-2015;10:16:49;27
01-02-2015;10:26:51;27
01-02-2015;10:46:52;25
01-02-2015;16:47:05;27
01-02-2015;16:57:12;28
01-02-2015;17:17:08;30
01-02-2015;17:27:09;28
01-02-2015;18:07:13;26
01-02-2015;18:37:17;32
01-02-2015;18:47:17;28
01-02-2015;18:57:19;30
01-02-2015;19:07:19;27
01-02-2015;19:37:22;31
01-02-2015;19:47:24;27
01-02-2015;19:47:29;27
01-02-2015;19:57:24;29
01-02-2015;20:07:26;28
01-02-2015;20:17:26;28
01-02-2015;20:27:28;37
01-02-2015;20:37:28;32
01-02-2015;20:47:30;35
01-02-2015;21:07:32;28
01-02-2015;21:17:32;29
01-02-2015;21:27:34;44
01-02-2015;21:37:35;32
01-02-2015;21:47:36;31
02-02-2015;04:08:15;25
02-02-2015;04:18:17;25
02-02-2015;04:28:17;26
02-02-2015;04:28:23;26
02-02-2015;04:48:19;28
02-02-2015;04:58:21;30
02-02-2015;05:08:22;31
02-02-2015;05:28:24;31
02-02-2015;05:38:25;35
02-02-2015;05:58:27;35
02-02-2015;06:08:28;38
02-02-2015;06:18:29;34
02-02-2015;06:28:30;33
02-02-2015;15:49:29;35
02-02-2015;15:59:30;35
02-02-2015;16:09:30;38
02-02-2015;16:09:37;38
02-02-2015;16:19:37;36
02-02-2015;16:49:35;43
02-02-2015;16:49:40;43
02-02-2015;17:19:38;36
02-02-2015;17:29:39;36
02-02-2015;18:39:46;14
02-02-2015;18:49:47;12
02-02-2015;19:06:34;14
02-02-2015;19:16:35;14
02-02-2015;19:26:36;34
02-02-2015;19:36:38;18
02-02-2015;19:46:38;34
02-02-2015;19:56:40;18
02-02-2015;20:06:40;18
02-02-2015;20:06:46;18
02-02-2015;20:16:42;22
02-02-2015;20:26:43;42
02-02-2015;20:26:48;42
02-02-2015;20:36:44;23
02-02-2015;20:46:45;20
02-02-2015;20:46:50;20
02-02-2015;20:56:46;19
02-02-2015;21:06:47;12
02-02-2015;21:16:48;34
02-02-2015;21:26:49;23
02-02-2015;21:36:50;45
02-02-2015;21:46:51;20
02-02-2015;21:56:52;22
03-02-2015;03:56:54;21
03-02-2015;04:06:56;25
03-02-2015;04:16:57;22
03-02-2015;04:26:58;24
03-02-2015;04:27:03;24
03-02-2015;04:36:59;24
03-02-2015;04:37:04;24
03-02-2015;04:47:00;39
03-02-2015;05:07:02;40
03-02-2015;05:17:03;40
03-02-2015;05:27:04;28
03-02-2015;05:47:06;25
03-02-2015;05:57:16;26
03-02-2015;06:07:08;31
03-02-2015;06:17:09;39
03-02-2015;06:17:14;39
03-02-2015;06:27:09;27
03-02-2015;16:44:08;34
03-02-2015;16:54:09;33
03-02-2015;17:14:11;31
03-02-2015;17:54:15;35
03-02-2015;18:04:16;30
03-02-2015;18:24:18;31
03-02-2015;19:04:22;34
03-02-2015;19:14:23;31
03-02-2015;19:24:23;31
03-02-2015;19:34:25;37
03-02-2015;19:44:26;33
03-02-2015;19:54:27;42
03-02-2015;20:04:27;32
03-02-2015;20:14:29;35
03-02-2015;20:24:30;32
03-02-2015;20:34:30;33
03-02-2015;20:44:32;35
04-02-2015;03:55:21;11
04-02-2015;04:05:07;15
04-02-2015;04:15:20;13
04-02-2015;04:25:21;12
04-02-2015;04:35:22;12
04-02-2015;05:05:26;14
04-02-2015;05:25:37;16
04-02-2015;05:35:28;21
04-02-2015;05:45:30;15
04-02-2015;05:55:30;19
04-02-2015;06:15:32;25
04-02-2015;15:46:26;22
04-02-2015;16:16:23;19
04-02-2015;16:46:27;21
04-02-2015;17:06:28;21
04-02-2015;17:16:30;25
04-02-2015;17:26:30;23
04-02-2015;17:36:32;23
04-02-2015;17:46:32;24
04-02-2015;17:46:38;24
04-02-2015;18:06:34;24
04-02-2015;18:16:36;31
04-02-2015;18:36:51;25
04-02-2015;18:46:38;25
04-02-2015;18:56:40;31
04-02-2015;19:06:40;26
04-02-2015;19:26:43;28
04-02-2015;19:36:43;29
04-02-2015;19:46:44;26
04-02-2015;20:16:47;28
04-02-2015;20:26:49;26
04-02-2015;20:36:50;26
04-02-2015;20:46:50;27
04-02-2015;20:56:51;29
04-02-2015;21:06:53;27
04-02-2015;21:06:58;27
04-02-2015;21:16:54;29
04-02-2015;21:26:54;27
04-02-2015;21:26:59;27
04-02-2015;21:46:57;27
04-02-2015;21:56:57;31
05-02-2015;03:57:36;25
05-02-2015;04:07:37;25
05-02-2015;04:37:40;26
05-02-2015;04:37:46;26
05-02-2015;04:57:42;29
05-02-2015;05:07:43;29
05-02-2015;05:17:45;28
05-02-2015;05:37:52;35
05-02-2015;05:47:48;34
05-02-2015;05:57:49;35
05-02-2015;06:17:50;36
05-02-2015;15:48:26;35
05-02-2015;15:58:27;34
05-02-2015;16:08:29;34
05-02-2015;16:28:30;37
05-02-2015;16:38:32;38
05-02-2015;16:48:33;39
05-02-2015;16:58:33;34
05-02-2015;17:08:35;34
05-02-2015;17:18:36;34
05-02-2015;17:28:36;34
05-02-2015;17:38:38;34
05-02-2015;17:48:39;33
05-02-2015;17:58:40;34
05-02-2015;18:08:40;32
05-02-2015;18:18:42;32
05-02-2015;18:28:48;34
05-02-2015;18:48:45;34
05-02-2015;18:58:46;34
05-02-2015;19:08:46;38
05-02-2015;19:18:48;41
05-02-2015;19:28:49;40
05-02-2015;19:48:50;40
05-02-2015;19:58:52;19
05-02-2015;20:08:52;16
05-02-2015;20:18:53;15
05-02-2015;20:28:55;15
05-02-2015;20:38:56;18
05-02-2015;20:48:56;20
05-02-2015;20:58:58;17
05-02-2015;21:09:12;16
05-02-2015;21:18:59;18
05-02-2015;21:29:00;17
05-02-2015;21:49:02;17
05-02-2015;21:59:03;21
06-02-2015;03:59:30;19
06-02-2015;04:09:32;22
06-02-2015;04:29:34;20
06-02-2015;04:39:35;23
06-02-2015;04:49:35;22
06-02-2015;04:59:37;21
06-02-2015;05:19:38;23
06-02-2015;05:29:40;31
06-02-2015;05:49:41;28
06-02-2015;06:09:44;28
06-02-2015;06:19:44;27
06-02-2015;06:29:45;28
06-02-2015;15:30:32;28
06-02-2015;15:40:33;29
06-02-2015;16:10:36;29
06-02-2015;16:20:37;32
06-02-2015;16:30:38;39
06-02-2015;16:40:39;33
06-02-2015;16:50:41;44
06-02-2015;17:00:41;31
06-02-2015;17:10:42;33
06-02-2015;17:30:44;33
06-02-2015;17:40:45;34
06-02-2015;17:50:46;31
06-02-2015;18:10:48;32
06-02-2015;18:20:49;34
06-02-2015;18:40:51;45
06-02-2015;19:00:53;35
06-02-2015;19:10:54;34
06-02-2015;19:20:54;27
06-02-2015;19:30:56;32
06-02-2015;19:41:02;32
06-02-2015;19:50:58;32
06-02-2015;20:10:59;34
06-02-2015;20:21:00;16
06-02-2015;20:31:01;15
07-02-2015;07:01:57;19
07-02-2015;07:11:58;17
07-02-2015;07:21:59;17
07-02-2015;07:42:02;21
07-02-2015;07:52:02;19
07-02-2015;08:12:05;21
07-02-2015;08:22:06;23
07-02-2015;08:42:08;22
07-02-2015;08:52:09;27
07-02-2015;08:52:14;27
07-02-2015;09:12:11;22
07-02-2015;09:12:16;22
07-02-2015;09:22:12;27
07-02-2015;09:52:35;27
07-02-2015;10:02:16;26
07-02-2015;10:12:17;25
07-02-2015;10:22:18;24
07-02-2015;10:22:23;24
07-02-2015;10:32:19;26
07-02-2015;18:12:54;27
07-02-2015;18:22:56;28
07-02-2015;18:32:57;29
07-02-2015;18:52:59;26
07-02-2015;19:03:00;27
07-02-2015;19:13:01;32
07-02-2015;19:23:02;37
07-02-2015;19:33:08;26
07-02-2015;19:43:04;28
07-02-2015;19:53:05;28
07-02-2015;20:03:06;27
07-02-2015;20:13:07;29
07-02-2015;20:23:09;34
07-02-2015;20:33:09;32
07-02-2015;20:53:11;27
07-02-2015;21:03:17;27
07-02-2015;21:13:13;28
07-02-2015;21:23:14;29
07-02-2015;21:33:15;32
07-02-2015;21:43:16;31
07-02-2015;21:53:17;29
07-02-2015;22:03:18;31
08-02-2015;07:04:16;31
08-02-2015;07:14:18;39
08-02-2015;07:24:19;31
08-02-2015;07:34:20;35
08-02-2015;07:44:21;40
08-02-2015;07:54:22;32
08-02-2015;08:04:23;30
08-02-2015;08:14:24;31
08-02-2015;08:24:25;31
08-02-2015;08:34:26;34
08-02-2015;08:44:27;41
08-02-2015;08:54:28;35
08-02-2015;09:14:30;32
08-02-2015;09:24:31;34
08-02-2015;09:34:40;33
08-02-2015;09:44:33;40
08-02-2015;09:54:34;35
08-02-2015;10:04:34;42
08-02-2015;10:14:36;12
08-02-2015;16:24:50;13
08-02-2015;16:34:51;14
08-02-2015;16:44:52;13
08-02-2015;16:54:53;14
08-02-2015;17:04:54;13
08-02-2015;17:14:56;15
08-02-2015;17:24:56;16
08-02-2015;17:34:57;36
08-02-2015;17:44:58;15
08-02-2015;17:54:59;17
08-02-2015;18:05:00;17
08-02-2015;18:15:01;22
08-02-2015;18:25:02;20
08-02-2015;18:35:04;17
08-02-2015;18:45:05;17
08-02-2015;18:55:05;19
08-02-2015;19:05:07;19
08-02-2015;19:15:13;17
08-02-2015;19:25:15;18
08-02-2015;19:35:18;45
08-02-2015;19:45:20;24
08-02-2015;19:55:20;20
08-02-2015;20:05:22;34
08-02-2015;20:15:22;19
08-02-2015;20:25:24;21
08-02-2015;20:35:24;19
08-02-2015;20:45:26;20
08-02-2015;20:55:26;21
08-02-2015;21:05:27;35
08-02-2015;21:15:28;20
08-02-2015;21:25:29;21
08-02-2015;21:45:31;21
08-02-2015;21:55:33;22
09-02-2015;03:56:00;22
09-02-2015;04:06:06;23
09-02-2015;04:16:02;24
09-02-2015;04:36:04;23
09-02-2015;04:46:05;25
09-02-2015;04:56:06;27
09-02-2015;05:06:07;24
09-02-2015;05:16:08;25
09-02-2015;05:26:09;37
09-02-2015;05:36:11;27
09-02-2015;05:46:11;25
09-02-2015;05:56:13;27
09-02-2015;06:06:13;25
09-02-2015;06:16:15;30
09-02-2015;06:26:15;26
09-02-2015;18:37:19;29
09-02-2015;18:47:19;31
09-02-2015;18:57:20;33
09-02-2015;19:07:22;33
09-02-2015;19:17:22;33
09-02-2015;19:37:24;31
09-02-2015;19:47:26;33
09-02-2015;20:37:30;29
09-02-2015;20:57:33;31
09-02-2015;21:07:34;33
10-02-2015;04:08:06;26
10-02-2015;04:18:07;40
10-02-2015;04:28:08;27
10-02-2015;04:38:15;35
10-02-2015;04:48:10;30
10-02-2015;04:58:12;31
10-02-2015;05:08:13;34
10-02-2015;05:18:13;29
10-02-2015;05:28:15;30
10-02-2015;05:38:15;32
10-02-2015;05:48:16;7
10-02-2015;06:08:18;32
10-02-2015;06:18:19;34
10-02-2015;06:28:21;36
10-02-2015;19:09:27;40
10-02-2015;19:29:30;43
10-02-2015;19:39:31;38
10-02-2015;19:49:37;39
10-02-2015;20:09:34;37
10-02-2015;20:19:35;35
10-02-2015;20:29:37;35
10-02-2015;20:39:37;44
10-02-2015;20:59:39;34
10-02-2015;21:09:40;16
10-02-2015;21:19:42;15
10-02-2015;21:29:42;14
10-02-2015;21:39:43;14
10-02-2015;21:49:45;19
10-02-2015;21:59:45;15
11-02-2015;04:10:17;13
11-02-2015;04:20:19;16
11-02-2015;04:30:20;18
11-02-2015;04:40:21;17
11-02-2015;04:50:22;21
11-02-2015;05:10:24;18
11-02-2015;05:20:31;18
11-02-2015;05:40:27;19
11-02-2015;05:40:32;19
11-02-2015;06:00:29;20
11-02-2015;06:30:32;25
11-02-2015;18:21:35;25
11-02-2015;18:31:36;27
11-02-2015;18:41:37;21
11-02-2015;18:51:38;24
11-02-2015;19:01:39;24
11-02-2015;19:11:40;23
11-02-2015;19:21:42;26
11-02-2015;19:31:42;24
11-02-2015;19:51:44;25
11-02-2015;20:01:50;23
11-02-2015;20:11:52;25
11-02-2015;20:21:48;22
12-02-2015;04:02:23;25
12-02-2015;04:12:24;24
12-02-2015;04:32:26;28
12-02-2015;04:42:28;25
12-02-2015;04:42:33;25
12-02-2015;05:02:29;27
12-02-2015;05:22:32;26
12-02-2015;05:52:34;29
12-02-2015;06:02:36;30
12-02-2015;06:12:37;28
12-02-2015;06:22:38;31
12-02-2015;06:32:39;30
12-02-2015;16:23:29;35
12-02-2015;16:33:30;31
12-02-2015;16:43:31;31
12-02-2015;17:03:33;30
12-02-2015;17:13:34;29
12-02-2015;17:23:35;32
12-02-2015;17:33:36;31
12-02-2015;17:43:37;32
12-02-2015;17:53:38;33
12-02-2015;18:03:39;31
12-02-2015;18:33:42;32
12-02-2015;18:43:44;30
12-02-2015;19:03:45;43
12-02-2015;19:23:47;31
12-02-2015;19:23:52;31
12-02-2015;19:33:48;30
13-02-2015;03:54:28;35
13-02-2015;04:04:30;36
13-02-2015;04:24:32;35
13-02-2015;04:34:33;35
13-02-2015;04:44:33;34
13-02-2015;04:44:39;34
13-02-2015;04:54:35;34
13-02-2015;05:04:36;34
13-02-2015;05:24:38;36
13-02-2015;05:34:39;37
13-02-2015;05:44:40;34
13-02-2015;06:04:47;38
13-02-2015;06:14:43;34
13-02-2015;06:24:44;35
13-02-2015;06:34:50;33
13-02-2015;17:45:43;35
13-02-2015;17:55:49;38
13-02-2015;18:05:46;36
13-02-2015;18:15:46;12
13-02-2015;18:15:51;12
