DATE;heure;consoHP;consoHC
04-09-2014;00:00:01;0.89;0.71
05-09-2014;00:00:01;0.73;0.73
06-09-2014;00:00:01;1.08;0.79
07-09-2014;00:00:01;1.01;0.79
08-09-2014;00:00:01;0.72;0.95
09-09-2014;00:00:01;0.71;0.79
10-09-2014;00:00:01;0.66;0.73
11-09-2014;00:00:01;0.96;0.83
12-09-2014;00:00:01;0.72;0.76
13-09-2014;00:00:01;0.66;0.65
14-09-2014;00:00:01;1.32;0.92
15-09-2014;00:00:01;1.03;0.68
16-09-2014;00:00:01;0.78;0.67
17-09-2014;00:00:01;0.6;0.67
18-09-2014;00:00:01;0.62;0.62
19-09-2014;00:00:01;0.56;0.82
20-09-2014;00:00:01;1.02;0.65
21-09-2014;00:00:01;0.88;0.69
22-09-2014;00:00:01;1.22;0.86
23-09-2014;00:00:01;1.3;0.92
24-09-2014;00:00:01;0.73;0.87
25-09-2014;00:00:01;0.75;0.67
26-09-2014;00:00:01;0.6;0.66
27-09-2014;00:00:01;1.02;0.69
28-09-2014;00:00:01;0.76;0.89
29-09-2014;00:00:01;0.4;0.37
30-09-2014;00:00:01;0.34;0
01-10-2014;00:00:01;0.54;0.31
02-10-2014;00:00:01;0.65;0.58
03-10-2014;00:00:01;0.68;0.87
04-10-2014;00:00:01;1.42;0.76
05-10-2014;00:00:01;1.18;1.15
06-10-2014;00:00:01;0.84;1.1
07-10-2014;00:00:01;0.63;0.71
08-10-2014;00:00:01;0.75;0.87
09-10-2014;00:00:01;1.12;1.08
10-10-2014;00:00:01;0.83;0.69
11-10-2014;00:00:01;1.21;0.71
12-10-2014;00:00:01;0.55;0.65
13-10-2014;00:00:01;0.56;0.68
14-10-2014;00:00:01;0.82;0.73
15-10-2014;00:00:01;0.88;0.71
16-10-2014;00:00:01;0.72;0.73
17-10-2014;00:00:01;0.57;0.66
18-10-2014;00:00:01;0.82;0.94
19-10-2014;00:00:01;0.82;0.69
20-10-2014;00:00:01;0.73;0.72
21-10-2014;00:00:01;0.89;0.68
22-10-2014;00:00:01;0.8;0.72
23-10-2014;00:00:01;0.93;0.66
24-10-2014;00:00:01;0.75;0.65
25-10-2014;00:00:01;0.73;0.76
26-10-2014;00:00:01;1.04;0.73
27-10-2014;00:00:01;0.66;0.75
28-10-2014;00:00:01;0.59;0.69
29-10-2014;00:00:01;0.76;0.72
30-10-2014;00:00:01;0.84;0.74
31-10-2014;00:00:01;0.62;0.82
01-11-2014;00:00:01;0.68;0.72
02-11-2014;00:00:01;0.68;0.83
03-11-2014;00:00:01;0.75;0.62
04-11-2014;00:00:01;1.66;0.68
05-11-2014;00:00:01;1.25;0.76
06-11-2014;00:00:01;1.13;0.83
07-11-2014;00:00:01;1.25;0.88
08-11-2014;00:00:01;0.74;1.17
09-11-2014;00:00:01;0.64;0.58
10-11-2014;00:00:01;0.64;0.55
11-11-2014;00:00:01;0.81;0.76
12-11-2014;00:00:01;0.93;0.87
13-11-2014;00:00:01;0.8;0.97
14-11-2014;00:00:01;1.07;0.78
15-11-2014;00:00:01;0.99;0.82
16-11-2014;00:00:01;1.55;0.9
17-11-2014;00:00:01;1.27;1.02
18-11-2014;00:00:01;1.1;0.71
19-11-2014;00:00:01;1.12;0.87
20-11-2014;00:00:01;1.59;1.02
21-11-2014;00:00:01;1.04;1.1
22-11-2014;00:00:01;1.7;0.86
23-11-2014;00:00:01;1.72;1.17
24-11-2014;00:00:01;1.01;1
25-11-2014;00:00:01;1.59;0.75
26-11-2014;00:00:01;1.2;0.85
27-11-2014;00:00:01;1.09;0.7
28-11-2014;00:00:01;1.15;0.71
29-11-2014;00:00:01;1.17;0.9
30-11-2014;00:00:01;1.33;1.35
01-12-2014;00:00:01;1.03;0.76
02-12-2014;00:00:01;1.21;0.87
03-12-2014;00:00:01;0.94;0.94
04-12-2014;00:00:01;0.9;0.75
05-12-2014;00:00:01;1.04;0.8
06-12-2014;00:00:01;1.92;0.78
07-12-2014;00:00:01;1.38;0.9
08-12-2014;00:00:01;1.24;0.86
09-12-2014;00:00:01;1.23;0.77
10-12-2014;00:00:01;1.19;0.87
11-12-2014;00:00:01;1.09;0.78
12-12-2014;00:00:01;0.92;0.8
13-12-2014;00:00:01;1.41;0.81
14-12-2014;00:00:01;2.07;1.05
15-12-2014;00:00:01;0.86;0.98
16-12-2014;00:00:01;1.27;0.72
17-12-2014;00:00:01;0.92;1.03
18-12-2014;00:00:01;1.67;0.81
19-12-2014;00:00:01;1.21;0.83
20-12-2014;00:00:01;1.51;0.89
21-12-2014;00:00:01;0.87;0.56
22-12-2014;00:00:01;0.51;0.17
23-12-2014;00:00:01;0.51;0.17
24-12-2014;00:00:01;0.49;0.17
25-12-2014;00:00:01;0.49;0.17
26-12-2014;00:00:01;0.49;0.17
27-12-2014;00:00:01;0.81;0.53
28-12-2014;00:00:01;2.93;1.58
29-12-2014;00:00:01;1.28;1.55
30-12-2014;00:00:01;1.16;1.14
31-12-2014;00:00:01;1.73;0.9
01-02-2015;00:00:01;1.43;1.22
02-02-2015;00:00:01;0.92;1.03
03-02-2015;00:00:01;1.75;0.81
04-02-2015;00:00:01;0.87;0.85
05-02-2015;00:00:01;0.93;0.76
06-02-2015;00:00:01;0.86;0.85
07-02-2015;00:00:01;1.83;0.74
08-02-2015;00:00:01;1.23;1.1
09-02-2015;00:00:01;0.82;0.45
